 -5.910000 	 0 
  -5.562353 	 1 
  -5.214706 	 0 
  -5.562353 	 0 
  -5.214706 	 1 
  -4.867059 	 0 
  -5.214706 	 0 
  -4.867059 	 1 
  -4.519412 	 0 
  -4.867059 	 0 
  -4.519412 	 1 
  -4.171765 	 0 
  -4.519412 	 0 
  -4.171765 	 1 
  -3.824118 	 0 
  -4.171765 	 0 
  -3.824118 	 1 
  -3.476471 	 0 
  -3.824118 	 0 
  -3.476471 	 1 
  -3.128824 	 0 
  -3.476471 	 0 
  -3.128824 	 1 
  -2.781176 	 0 
  -3.128824 	 0 
  -2.781176 	 1 
  -2.433529 	 0 
  -2.781176 	 0 
  -2.433529 	 1 
  -2.085882 	 0 
  -2.433529 	 0 
  -2.085882 	 1 
  -1.738235 	 0 
  -2.085882 	 0 
  -1.738235 	 1 
  -1.390588 	 0 
  -1.738235 	 0 
  -1.390588 	 1 
  -1.042941 	 0 
  -1.390588 	 0 
  -1.042941 	 1 
  -0.695294 	 0 
  -1.042941 	 0 
  -0.695294 	 1 
  -0.347647 	 0 
  -0.695294 	 0 
  -0.347647 	 1 
  0.000000 	 0 
  -0.347647 	 0 
  0.000000 	 1 
  0.347647 	 0 
  0.000000 	 0 
  0.347647 	 1 
  0.695294 	 0 
  0.347647 	 0 
  0.695294 	 1 
  1.042941 	 0 
  0.695294 	 0 
  1.042941 	 1 
  1.390588 	 0 
  1.042941 	 0 
  1.390588 	 1 
  1.738235 	 0 
  1.390588 	 0 
  1.738235 	 1 
  2.085882 	 0 
  1.738235 	 0 
  2.085882 	 1 
  2.433529 	 0 
  2.085882 	 0 
  2.433529 	 1 
  2.781176 	 0 
  2.433529 	 0 
  2.781176 	 1 
  3.128824 	 0 
  2.781176 	 0 
  3.128824 	 1 
  3.476471 	 0 
  3.128824 	 0 
  3.476471 	 1 
  3.824118 	 0 
  3.476471 	 0 
  3.824118 	 1 
  4.171765 	 0 
  3.824118 	 0 
  4.171765 	 1 
  4.519412 	 0 
  4.171765 	 0 
  4.519412 	 1 
  4.867059 	 0 
  4.519412 	 0 
  4.867059 	 1 
  5.214706 	 0 
  4.867059 	 0 
  5.214706 	 1 
  5.562353 	 0 
  5.214706 	 0 
  5.562353 	 1 
  5.910000 	 0 
 
