-1.330273 	 0 
 -1.249180 	 1 
 -1.168469 	 0 
 -1.249180 	 0 
 -1.168469 	 1 
 -1.088134 	 0 
 -1.168469 	 0 
 -1.088134 	 1 
 -1.008171 	 0 
 -1.088134 	 0 
 -1.008171 	 1 
 -0.928573 	 0 
 -1.008171 	 0 
 -0.928573 	 1 
 -0.849334 	 0 
 -0.928573 	 0 
 -0.849334 	 1 
 -0.770449 	 0 
 -0.849334 	 0 
 -0.770449 	 1 
 -0.691914 	 0 
 -0.770449 	 0 
 -0.691914 	 1 
 -0.613722 	 0 
 -0.691914 	 0 
 -0.613722 	 1 
 -0.535869 	 0 
 -0.613722 	 0 
 -0.535869 	 1 
 -0.458351 	 0 
 -0.535869 	 0 
 -0.458351 	 1 
 -0.381163 	 0 
 -0.458351 	 0 
 -0.381163 	 1 
 -0.304298 	 0 
 -0.381163 	 0 
 -0.304298 	 1 
 -0.227755 	 0 
 -0.304298 	 0 
 -0.227755 	 1 
 -0.151526 	 0 
 -0.227755 	 0 
 -0.151526 	 1 
 -0.075609 	 0 
 -0.151526 	 0 
 -0.075609 	 1 
 0.013301 	 0 
 -0.075609 	 0 
 0.013301 	 1 
 0.075307 	 0 
 0.013301 	 0 
 0.075307 	 1 
 0.150315 	 0 
 0.075307 	 0 
 0.150315 	 1 
 0.225026 	 0 
 0.150315 	 0 
 0.225026 	 1 
 0.299448 	 0 
 0.225026 	 0 
 0.299448 	 1 
 0.373580 	 0 
 0.299448 	 0 
 0.373580 	 1 
 0.447430 	 0 
 0.373580 	 0 
 0.447430 	 1 
 0.520999 	 0 
 0.447430 	 0 
 0.520999 	 1 
 0.594291 	 0 
 0.520999 	 0 
 0.594291 	 1 
 0.667311 	 0 
 0.594291 	 0 
 0.667311 	 1 
 0.740060 	 0 
 0.667311 	 0 
 0.740060 	 1 
 0.812541 	 0 
 0.740060 	 0 
 0.812541 	 1 
 0.884761 	 0 
 0.812541 	 0 
 0.884761 	 1 
 0.956720 	 0 
 0.884761 	 0 
 0.956720 	 1 
 1.028422 	 0 
 0.956720 	 0 
 1.028422 	 1 
 1.099869 	 0 
 1.028422 	 0 
 1.099869 	 1 
 1.171065 	 0 
 1.099869 	 0 
 1.171065 	 1 
 1.242014 	 0 
 
